Anti-kaos, false, true, true
Morgenmad, false, true, true
Frokost, false, true, true
Oprydning (Morgenmad), false, true, true
Oprydning (Frokost), false, true, true
Aftensmad, true, true, true
Oprydning (Aftensmad), true, true, true
